"annotation_id","annotator","comment","created_at","id","lead_time","rating","taxonomy","updated_at","Вопрос решен","Нравится качество выполнения заявки","Нравится качество работы сотрудников","Нравится скорость отработки заявок","Понравилось выполнение заявки" 
1045,"1","Работа выполнена на отлично! Быстро и качественно! Спасибо большое! ","2025-05-11T12:05:33.577537Z",3949033,3.451,5,"[{""taxonomy"":[[""Нравится качество выполнения заявки""]]}]","2025-05-11T12:05:33.577537Z","","","","",""
1046,"1","спасибо. молодцы!","2025-05-11T12:05:39.352454Z",3949214,2.536,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T12:05:39.352454Z","","","","",""
1047,"1","Спасибо за быстрое и качественное решение вопроса ","2025-05-11T12:05:43.423882Z",3949304,7.58,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-11T12:05:52.252646Z","","","","",""
1048,"1","Все отлично! Специалист пришёл через 30 минут после заявки. Все оперативно починил. ","2025-05-11T12:05:58.915035Z",3949394,5.142,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-11T12:05:58.916034Z","","","","",""
1049,"1","оперативно ","2025-05-11T12:06:02.288804Z",3949543,2.223,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T12:06:02.288804Z","","","","",""
1050,"1","спасибо огромное. но уборка лифта это временное решение проблеммы. потому что в них гадят систематически. просьба выявить и наказать нарушителей","2025-05-11T12:06:08.749156Z",3949561,4.979,5,"[{""taxonomy"":[[""Нравится качество выполнения заявки""]]}]","2025-05-11T12:06:08.749156Z","","","","",""
1051,"1","Спасибо ","2025-05-11T12:06:12.285925Z",3949579,2.049,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T12:06:12.285925Z","","","","",""
1052,"1","Мастер - Самый Лучший! Спасибо Вам Огромное за таких сотрудников!!!! 
","2025-05-11T12:06:16.846042Z",3949596,3.22,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-11T12:06:16.846042Z","","","","",""
1053,"1","Спасибо! Так быстро сделали , красивую светодиодную лампу поставили ","2025-05-11T12:06:21.518090Z",3949613,3.307,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T12:06:21.518090Z","","","","",""
1054,"1","Спасибо большое.","2025-05-11T12:06:24.954860Z",3949634,2.03,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T12:06:24.954860Z","","","","",""
1055,"1","оперативно отреагировали на заявку, и устранили.","2025-05-11T12:06:28.942882Z",3949687,2.515,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T12:06:28.943888Z","","","","",""
1056,"1","Доброго дня! Спасибо за таких Прекрасных Сотрудников! ","2025-05-11T12:07:34.557603Z",3949875,62.79,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-11T12:07:34.557603Z","","","","",""
1057,"1","Спасибо за оперативность. После укладки плитки остались незаделанные швы на стыке. Для сравнения на 1 этаже в холле швы ровно закрыты. Просьба завершить работу до конца. ","2025-05-11T12:08:12.925384Z",3949884,36.747,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T12:08:12.925384Z","","","","",""
1058,"1","Очень быстро","2025-05-11T12:08:19.291421Z",3949914,4.924,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T12:08:19.291421Z","","","","",""
1059,"1","Спасибо!","2025-05-11T12:08:22.741919Z",3949967,1.951,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T12:08:22.741919Z","","","","",""
1060,"1","Спасибо. Отлично.","2025-05-11T12:08:26.611205Z",3950076,2.443,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T12:08:26.611205Z","","","","",""
1061,"1","заявка выполнена. 
Со слов электрика заявка выполнена. В квартире собственник не был. Там не проживает.. ","2025-05-11T12:08:43.699256Z",3950162,15.418,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-11T12:08:43.699256Z","","","","",""
1062,"1","Спасибо","2025-05-11T12:08:47.687170Z",3950351,2.39,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T12:08:47.687170Z","","","","",""
1063,"1","мастер пришёл быстро. Все быстро сделал. ","2025-05-11T12:08:53.666044Z",3950433,4.631,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-11T12:08:53.666044Z","","","","",""
1064,"1","Благодарю за оперативность ","2025-05-11T12:08:58.352663Z",3950451,2.222,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T12:08:58.352663Z","","","","",""
1065,"1","Благодарю за оперативность ","2025-05-11T12:09:02.044844Z",3950461,2.347,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T12:09:02.044844Z","","","","",""
1066,"1","Огромнейшее спасибо.
Максимально быстро и качественно!!!
Просто сотрудник месяца 
","2025-05-11T12:09:08.392193Z",3950683,5.018,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""]]}]","2025-05-11T12:09:08.392193Z","","","","",""
1067,"1","Спасибо Вам большое 🙏 за оперативность👍и качество !!!🤝","2025-05-11T12:09:13.939245Z",3950754,4.037,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""]]}]","2025-05-11T12:09:13.939245Z","","","","",""
1068,"1","Оперативно, спасибо ","2025-05-11T12:09:17.642334Z",3950865,2.389,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T12:09:17.642334Z","","","","",""
1069,"1","Вот это скорость 😁👍
Спасибо! ","2025-05-11T12:09:21.360975Z",3950893,2.163,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T12:09:21.360975Z","","","","",""
1070,"1","Спасибо!","2025-05-11T12:09:24.463958Z",3951118,1.801,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T12:09:24.463958Z","","","","",""
1071,"1","спасибо за оперативность ","2025-05-11T12:09:40.611261Z",3951124,4.075,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T12:09:40.611261Z","","","","",""
1072,"1","Шикарный специалист. Спасибо за отличную работу и скорость","2025-05-11T12:09:56.263218Z",3951189,8.649,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-11T12:09:56.263218Z","","","","",""
1073,"1","Ребята молодцы!","2025-05-11T12:10:11.446113Z",3951201,4.105,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-11T12:10:11.446113Z","","","","",""
1074,"1","Спасибо за обратную связь!","2025-05-11T12:10:16.171196Z",3951216,3.407,5,"[{""taxonomy"":[[""Нравится качество выполнения заявки""]]}]","2025-05-11T12:10:16.171196Z","","","","",""
1075,"1","оперативно
","2025-05-11T12:10:19.861283Z",3951479,2.301,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T12:10:19.861283Z","","","","",""
1076,"1","В первый раз так быстро","2025-05-11T12:10:24.314456Z",3951598,3.048,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T12:10:24.314456Z","","","","",""
1077,"1","спасибо!","2025-05-11T12:10:27.902329Z",3951649,2.285,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T12:10:27.902329Z","","","","",""
1078,"1","Быстро !","2025-05-11T12:10:32.091449Z",3951702,2.544,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T12:10:32.091449Z","","","","",""
1079,"1","Доброе утро, спасибо. Только большая просьба, ранее в этом светильнике мы меняли лампочку и т. к. не было лампочки с цоколем 14, мы ставили переходник, верните его пожалуйста. ","2025-05-11T12:10:41.518957Z",3951714,7.115,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-11T12:10:41.518957Z","","","","",""
1080,"1","спасибо! оперативно 👍","2025-05-11T12:10:44.623897Z",3951913,1.794,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T12:10:44.623897Z","","","","",""
1081,"1","Спасибо за оперативность! ","2025-05-11T12:10:48.818803Z",3951966,2.947,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T12:10:48.818803Z","","","","",""
1082,"1","Спасибо!","2025-05-11T12:10:52.620324Z",3951997,2.019,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T12:10:52.620324Z","","","","",""
1083,"1","Оперативно","2025-05-11T12:10:56.071068Z",3952001,2.049,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T12:10:56.071068Z","","","","",""
1084,"1","Оперативно и качественно ","2025-05-11T12:11:01.375560Z",3952062,2.889,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""]]}]","2025-05-11T12:11:01.375560Z","","","","",""
1085,"1","Спасибо за оперативность ","2025-05-11T12:11:05.309657Z",3952122,2.507,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T12:11:05.309657Z","","","","",""
1086,"1","Остановили течь, дали рекомендации что делать дальше. Большое спасибо! ","2025-05-11T12:11:11.523401Z",3952142,4.497,5,"[{""taxonomy"":[[""Нравится качество выполнения заявки""]]}]","2025-05-11T12:11:11.523401Z","","","","",""
1087,"1","оперативно и вежливо. такого нет в москве","2025-05-11T12:11:16.338981Z",3952250,3.49,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T12:11:16.338981Z","","","","",""
1088,"1","спасибо ","2025-05-11T12:11:21.529089Z",3952299,1.972,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T12:11:21.529089Z","","","","",""
1089,"1","Спасибо за оперативность. Но я так и не поняла. Почему редукторы нам поставили плохие, когда всем меняли?","2025-05-11T12:11:25.692110Z",3952354,2.71,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T12:11:25.692110Z","","","","",""
1090,"1","Спасибо большое. Сантехник быстро устранил засор. ","2025-05-11T12:11:30.913282Z",3952439,3.469,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-11T12:11:30.913282Z","","","","",""
1091,"1","Огромное спасибо за оперативность 🙏","2025-05-11T12:11:35.114027Z",3952649,2.72,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T12:11:35.114027Z","","","","",""
1092,"1","Огромное спасибо за оперативность 🙏","2025-05-11T12:16:48.366066Z",3952663,7.444,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T12:16:48.366066Z","","","","",""
1093,"1","приехали быстро , всё сделали чётко. благодарю ","2025-05-11T12:17:06.902306Z",3952848,3.79,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T12:17:06.903315Z","","","","",""
1094,"1","вода стала теплее","2025-05-11T12:17:15.010402Z",3953130,4.306,5,"[{""taxonomy"":[[""Нравится качество выполнения заявки""]]}]","2025-05-11T12:17:15.010402Z","","","","",""
1095,"1","Спасибо большое мастеру, все быстро  сделал ","2025-05-11T12:17:19.548905Z",3953192,3.221,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-11T12:17:19.548905Z","","","","",""
1096,"1","Спасибо за быструю и качественную работу.","2025-05-11T12:17:24.706456Z",3953263,3.671,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""]]}]","2025-05-11T12:17:24.706456Z","","","","",""
1097,"1","Спасибо за оперативность !!!","2025-05-11T12:17:32.987940Z",3953284,5.7,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T12:17:32.987940Z","","","","",""
1098,"1","Всё подробно показали и объяснили, спасибо!)","2025-05-11T12:17:38.058416Z",3953366,3.634,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-11T12:17:38.058416Z","","","","",""
1099,"1","Спасибо!","2025-05-11T12:17:41.452739Z",3953593,2.052,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T12:17:41.452739Z","","","","",""
1100,"1","Спасибо за оперативность 🤝","2025-05-11T12:17:48.216214Z",3953612,2.144,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T12:17:48.216214Z","","","","",""
1101,"1","оперативно ","2025-05-11T12:17:51.991478Z",3953627,2.332,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T12:17:51.991478Z","","","","",""
1102,"1","Спасибо за разъяснения!","2025-05-11T12:17:56.984619Z",3953752,3.126,5,"[{""taxonomy"":[[""Нравится качество выполнения заявки""]]}]","2025-05-11T12:17:56.984619Z","","","","",""
1103,"1","Сантехник объяснил причину проблемы, что для хорошего напора воды нужно менять на смеситель с 40 картриджем, теперь понятно! Спасибо! ","2025-05-11T12:18:01.156096Z",3953818,2.864,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-11T12:18:01.156096Z","","","","",""
1104,"1","Быстро четко ","2025-05-11T12:18:04.525814Z",3953824,1.896,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T12:18:04.525814Z","","","","",""
1105,"1"," 🙏🙏🙏","2025-05-11T12:18:09.797386Z",3953899,2.371,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T12:18:09.797386Z","","","","",""
1106,"1","Огромное спасибо за оперативность!","2025-05-11T12:18:14.982002Z",3954054,2.695,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T12:18:14.982002Z","","","","",""
1107,"1","Спасибо!","2025-05-11T12:18:18.656409Z",3954096,2.454,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T12:18:18.656409Z","","","","",""
1108,"1","спасибо!","2025-05-11T12:18:22.449745Z",3954547,2.303,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T12:18:22.449745Z","","","","",""
1109,"1","Отличный мастер, решил профессионально вопрос. Большое спасибо!!!","2025-05-11T12:18:32.853521Z",3954582,9.219,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-11T12:18:32.854522Z","","","","",""
1110,"1","спасибо вам большое, консультанты помогли с решением проблем, объяснили все очень доступно! спасибо вам огромное 🙏

","2025-05-11T12:18:43.551586Z",3954839,4.968,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-11T12:18:43.552585Z","","","","",""
1111,"1","супер менеджер","2025-05-11T12:18:47.657372Z",3955070,2.686,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-11T12:18:47.657372Z","","","","",""
1112,"1","Отлично спасибо ","2025-05-11T12:18:59.141933Z",3955073,8.854,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T12:18:59.141933Z","","","","",""
1113,"1","Спасибо большое за быструю реакцию! Успокоили 💙","2025-05-11T12:19:03.992373Z",3955195,3.409,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T12:19:03.992373Z","","","","",""
1114,"1","спасибо","2025-05-11T12:19:09.357424Z",2945792,2.186,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T12:19:09.357424Z","","","","",""
1115,"1","спасибо!","2025-05-11T12:19:13.572320Z",3234340,2.213,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T12:19:13.572320Z","","","","",""
1116,"1","Отлично ","2025-05-11T12:19:17.058892Z",3380332,2.091,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T12:19:17.058892Z","","","","",""
1117,"1","Благодарю за оперативное решение проблемы ! ","2025-05-11T12:19:22.028688Z",3381812,3.36,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T12:19:22.028688Z","","","","",""
1118,"1","Прекрасный специалист! Побольше таких","2025-05-11T12:19:28.080576Z",3461991,3.352,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-11T12:19:28.080576Z","","","","",""
1119,"1","Спасибо ","2025-05-11T12:19:32.208338Z",3551430,2.366,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T12:19:32.208338Z","","","","",""
1120,"1","пересчет, и скорость 
","2025-05-11T12:19:42.718236Z",3572768,8.786,1,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T12:19:42.718236Z","","","","",""
1121,"1","Спасибо за обновление покраски стен","2025-05-11T12:19:49.048757Z",3584536,4.898,5,"[{""taxonomy"":[[""Нравится качество выполнения заявки""]]}]","2025-05-11T12:19:49.048757Z","","","","",""
1122,"1","выполнили быстро","2025-05-11T12:19:53.489377Z",3596020,2.25,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T12:19:53.489377Z","","","","",""
1123,"1","Спасибо! ","2025-05-11T12:19:59.978163Z",3617808,3.133,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T12:19:59.979164Z","","","","",""
1124,"1","спасибо управляющей компании за то что  прислали грамотного специалиста и быстро отреагировали на заявку ","2025-05-11T12:20:06.543811Z",3627490,4.749,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество работы сотрудников""]]}]","2025-05-11T12:20:06.543811Z","","","","",""
1125,"1","спасибо 
","2025-05-11T12:20:11.816284Z",3657819,2.839,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T12:20:11.816284Z","","","","",""
1126,"1","Спасибо ","2025-05-11T12:20:15.856436Z",3691620,2.559,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T12:20:15.856436Z","","","","",""
1127,"1","Решили мой вопрос. Спасибо! ","2025-05-11T12:20:21.358119Z",3695420,2.476,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-11T12:20:21.358119Z","","","","",""
1128,"1","Очень радует работа УК. Оперативно! Спасибо!","2025-05-11T12:20:28.321299Z",3716702,5.568,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""]]}]","2025-05-11T12:20:28.321299Z","","","","",""
1129,"1","Все исправили ","2025-05-11T12:20:32.615696Z",3726842,2.695,5,"[{""taxonomy"":[[""Нравится качество выполнения заявки""]]}]","2025-05-11T12:20:32.615696Z","","","","",""
1130,"1","спасибо за оперативную работу ","2025-05-11T12:20:36.128157Z",3745025,2.131,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T12:20:36.128157Z","","","","",""
1131,"1","Выполнили отлично , обработка заявки была слишком дорогой ","2025-05-11T12:20:45.841066Z",3749719,7.38,5,"[{""taxonomy"":[[""Нравится качество выполнения заявки""]]}]","2025-05-11T12:20:45.841066Z","","","","",""
1132,"1","спасибо большое! теперь не скрипят ","2025-05-11T12:20:50.372955Z",3751364,3.048,5,"[{""taxonomy"":[[""Нравится качество выполнения заявки""]]}]","2025-05-11T12:20:50.372955Z","","","","",""
1133,"1","спасибо","2025-05-11T12:20:54.263439Z",3766183,2.392,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T12:20:54.263439Z","","","","",""
1134,"1","Спасибо!","2025-05-11T12:21:00.927585Z",3770102,5.081,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T12:21:00.927585Z","","","","",""
1135,"1","Норм","2025-05-11T12:21:04.462592Z",3773834,2.103,1,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T12:21:04.462592Z","","","","",""
1136,"1","спасибо. все прошло очень хорошо","2025-05-11T12:21:10.221643Z",3791959,4.31,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T12:21:10.221643Z","","","","",""
1137,"1","Спасибо, пришли все поменяли за 10 минут ","2025-05-11T12:21:15.830437Z",3797804,4.093,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T12:21:15.830437Z","","","","",""
1138,"1","Все очень оперативно ","2025-05-11T12:21:28.967555Z",3799741,9.431,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T12:21:28.968557Z","","","","",""
1139,"1","Огромное спасибо.","2025-05-11T12:21:32.721313Z",3802024,2.289,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T12:21:32.721313Z","","","","",""
1140,"1","Все отлично! Спасибо.","2025-05-11T12:21:38.084140Z",3805876,2.577,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T12:21:38.084140Z","","","","",""
1141,"1","Хороший мастер","2025-05-11T12:21:42.524251Z",3812092,2.67,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-11T12:21:42.524251Z","","","","",""
1142,"1","Спасибо за оперативность! 
","2025-05-11T12:21:46.129772Z",3815412,2.279,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T12:21:46.129772Z","","","","",""
1143,"1","выполнена

","2025-05-11T12:21:52.142700Z",3820641,4.662,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-11T12:21:52.142700Z","","","","",""
1144,"1","Все супер, Мастер 👍","2025-05-11T12:21:55.819429Z",3828569,2.268,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-11T12:21:55.819429Z","","","","",""
1145,"1","Благодарю ребят.","2025-05-11T12:22:00.424209Z",3829748,3.113,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-11T12:22:00.424209Z","","","","",""
1146,"1","Спасибо большое ","2025-05-11T12:22:05.854275Z",3831509,3.44,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T12:22:05.854275Z","","","","",""
1147,"1","спасибо","2025-05-11T12:22:10.397555Z",3831883,1.992,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T12:22:10.397555Z","","","","",""
1148,"1","Спасибо!","2025-05-11T12:22:14.493998Z",3832952,2.669,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T12:22:14.493998Z","","","","",""
1149,"1","Проблема решена, ручки на окна поставили.
Спасибо за обратную связь!","2025-05-11T12:22:22.242796Z",3834081,6.296,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-11T12:22:22.243824Z","","","","",""
1150,"1","Благодарю за проделанную работу! ","2025-05-11T12:22:28.831473Z",3835748,4.918,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T12:22:28.831473Z","","","","",""
1151,"1","надеюсь и причину устранили, а то после первого дождя будет тоже самое..","2025-05-11T12:22:35.393840Z",3835874,4.597,5,"[{""taxonomy"":[[""Нравится качество выполнения заявки""]]}]","2025-05-11T12:22:35.393840Z","","","","",""
1152,"1","Спасибо, всё чётко.","2025-05-11T12:22:41.382285Z",3839647,4.696,5,"[{""taxonomy"":[[""Нравится качество выполнения заявки""]]}]","2025-05-11T12:22:41.382285Z","","","","",""
1153,"1","Благодарю ","2025-05-11T12:22:45.177779Z",3840353,1.817,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T12:22:45.177779Z","","","","",""
1154,"1","Спасибо Сергей ! ))))","2025-05-11T12:22:50.169254Z",3841026,2.461,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-11T12:22:50.169254Z","","","","",""
1155,"1","Михаил отличный мастер своего дела. Сделал быстро, чисто, дал рекомендации)","2025-05-11T12:23:16.509381Z",3842440,4.789,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-11T12:23:16.509381Z","","","","",""
1156,"1","хоть что то сделали 👍👏","2025-05-11T12:23:21.958907Z",3842790,4.045,5,"[{""taxonomy"":[[""Нравится качество выполнения заявки""]]}]","2025-05-11T12:23:21.959897Z","","","","",""
1157,"1","спасибо)","2025-05-11T12:23:27.083691Z",3843760,3.219,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T12:23:27.083691Z","","","","",""
1158,"1","профессионально, быстро. очень приятный мастер","2025-05-11T12:23:34.943057Z",3844645,3.534,5,"[{""taxonomy"":[[""Нравится качество выполнения заявки""]]}]","2025-05-11T12:23:34.943057Z","","","","",""
1159,"1","спасибо! ","2025-05-11T12:23:40.694242Z",3846820,4.318,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T12:23:40.694242Z","","","","",""
1160,"1","Спасибо, вопрос решили, всё стало нормально ","2025-05-11T12:23:49.020099Z",3846831,6.385,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-11T12:23:49.020099Z","","","","",""
1161,"1","Татьяна Владимировна большое вам спасибо!!!! ","2025-05-11T12:23:52.435061Z",3848236,2.069,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-11T12:23:52.435061Z","","","","",""
1162,"1","спасибо! ","2025-05-11T12:23:56.095788Z",3850021,2.254,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T12:23:56.095788Z","","","","",""
1163,"1","спасибо за  быстрый ответ! 


","2025-05-11T12:24:01.593709Z",3850118,3.872,1,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T12:24:01.593709Z","","","","",""
1164,"1","Огромное спасибо вам от всего подъезда!!!   )))))","2025-05-11T12:24:21.365263Z",3852179,16.892,5,"[{""taxonomy"":[[""Нравится качество выполнения заявки""]]}]","2025-05-11T12:24:21.365263Z","","","","",""
1165,"1","спасибо!)","2025-05-11T12:24:25.163530Z",3852743,2.333,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T12:24:25.163530Z","","","","",""
1166,"1","спасибо ","2025-05-11T12:24:30.821316Z",3852975,1.964,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T12:24:30.821316Z","","","","",""
1167,"1","Все отлично ","2025-05-11T12:24:35.346126Z",3854073,3.089,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T12:24:35.346126Z","","","","",""
1168,"1","свершилось","2025-05-11T12:24:41.286001Z",3856028,3.805,1,"[{""taxonomy"":[[""Понравилось выполнение заявки""]]}]","2025-05-11T12:24:41.286001Z","","","","",""
1169,"1","Кнопка лифта 6 этажа в грузовом лифте до сих пор не работает.","2025-05-11T12:24:46.294604Z",3858246,3.63,1,"[{""taxonomy"":[[""Нравится качество выполнения заявки""]]}]","2025-05-11T12:24:46.294604Z","","","","",""
1170,"1","Спасибо мастеру ","2025-05-11T12:24:57.759166Z",3859764,10.088,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-11T12:24:57.759166Z","","","","",""
1171,"1","спасибо, Вам, среагировали оперативно/быстро, а так же всё время были на связи🤝","2025-05-11T12:25:04.821288Z",3859780,5.252,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T12:25:04.821288Z","","","","",""
1172,"1","Среагировали быстро, благодарю ","2025-05-11T12:25:09.150491Z",3860248,2.122,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-11T12:25:09.150491Z","","","","",""
